"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error
	"Stephens County, TX"	"48429"	Suppressed	9440	Suppressed	Suppressed	Suppressed	Suppressed
	"Sterling County, TX"	"48431"	Suppressed	1352	Suppressed	Suppressed	Suppressed	Suppressed
	"Stonewall County, TX"	"48433"	Suppressed	1410	Suppressed	Suppressed	Suppressed	Suppressed
	"Sutton County, TX"	"48435"	Suppressed	3913	Suppressed	Suppressed	Suppressed	Suppressed
	"Swisher County, TX"	"48437"	Suppressed	7533	Suppressed	Suppressed	Suppressed	Suppressed
	"Tarrant County, TX"	"48439"	227	1982498	11.5	10.0	12.9	0.8
	"Taylor County, TX"	"48441"	18	136051	Unreliable	7.8	20.9	3.1
	"Terrell County, TX"	"48443"	Suppressed	837	Suppressed	Suppressed	Suppressed	Suppressed
	"Terry County, TX"	"48445"	Suppressed	12739	Suppressed	Suppressed	Suppressed	Suppressed
	"Throckmorton County, TX"	"48447"	Suppressed	1579	Suppressed	Suppressed	Suppressed	Suppressed
	"Titus County, TX"	"48449"	Suppressed	32623	Suppressed	Suppressed	Suppressed	Suppressed
	"Tom Green County, TX"	"48451"	13	118105	Unreliable	5.9	18.8	3.1
	"Travis County, TX"	"48453"	159	1176558	13.5	11.4	15.6	1.1
	"Trinity County, TX"	"48455"	Suppressed	14402	Suppressed	Suppressed	Suppressed	Suppressed
	"Tyler County, TX"	"48457"	Suppressed	21347	Suppressed	Suppressed	Suppressed	Suppressed
	"Upshur County, TX"	"48459"	Suppressed	40603	Suppressed	Suppressed	Suppressed	Suppressed
	"Upton County, TX"	"48461"	Suppressed	3651	Suppressed	Suppressed	Suppressed	Suppressed
	"Uvalde County, TX"	"48463"	Suppressed	27245	Suppressed	Suppressed	Suppressed	Suppressed
	"Val Verde County, TX"	"48465"	Suppressed	48988	Suppressed	Suppressed	Suppressed	Suppressed
	"Van Zandt County, TX"	"48467"	Suppressed	53547	Suppressed	Suppressed	Suppressed	Suppressed
	"Victoria County, TX"	"48469"	12	92382	Unreliable	6.7	22.7	3.7
	"Walker County, TX"	"48471"	19	70699	Unreliable	16.2	42.0	6.2
	"Waller County, TX"	"48473"	Suppressed	48656	Suppressed	Suppressed	Suppressed	Suppressed
	"Ward County, TX"	"48475"	Suppressed	11721	Suppressed	Suppressed	Suppressed	Suppressed
	"Washington County, TX"	"48477"	Suppressed	34765	Suppressed	Suppressed	Suppressed	Suppressed
	"Webb County, TX"	"48479"	16	269721	Unreliable	3.4	9.6	1.5
	"Wharton County, TX"	"48481"	Suppressed	41486	Suppressed	Suppressed	Suppressed	Suppressed
	"Wheeler County, TX"	"48483"	Suppressed	5657	Suppressed	Suppressed	Suppressed	Suppressed
	"Wichita County, TX"	"48485"	17	131705	Unreliable	7.5	20.7	3.1
	"Wilbarger County, TX"	"48487"	Suppressed	13027	Suppressed	Suppressed	Suppressed	Suppressed
	"Willacy County, TX"	"48489"	Suppressed	21903	Suppressed	Suppressed	Suppressed	Suppressed
	"Williamson County, TX"	"48491"	69	508514	13.6	10.6	17.2	1.6
	"Wilson County, TX"	"48493"	Suppressed	47520	Suppressed	Suppressed	Suppressed	Suppressed
	"Winkler County, TX"	"48495"	Suppressed	8005	Suppressed	Suppressed	Suppressed	Suppressed
	"Wise County, TX"	"48497"	Suppressed	62953	Suppressed	Suppressed	Suppressed	Suppressed
	"Wood County, TX"	"48499"	Suppressed	43356	Suppressed	Suppressed	Suppressed	Suppressed
	"Yoakum County, TX"	"48501"	Suppressed	8546	Suppressed	Suppressed	Suppressed	Suppressed
	"Young County, TX"	"48503"	Suppressed	18270	Suppressed	Suppressed	Suppressed	Suppressed
	"Zapata County, TX"	"48505"	Suppressed	14374	Suppressed	Suppressed	Suppressed	Suppressed
	"Zavala County, TX"	"48507"	Suppressed	12235	Suppressed	Suppressed	Suppressed	Suppressed
	"Beaver County, UT"	"49001"	Suppressed	6354	Suppressed	Suppressed	Suppressed	Suppressed
	"Box Elder County, UT"	"49003"	13	52097	Unreliable	13.3	42.7	6.9
	"Cache County, UT"	"49005"	14	120783	Unreliable	6.3	19.4	3.1
	"Carbon County, UT"	"49007"	Suppressed	20479	Suppressed	Suppressed	Suppressed	Suppressed
	"Daggett County, UT"	"49009"	Suppressed	1109	Suppressed	Suppressed	Suppressed	Suppressed
	"Davis County, UT"	"49011"	45	336043	13.4	9.8	17.9	2.0
	"Duchesne County, UT"	"49013"	Suppressed	20862	Suppressed	Suppressed	Suppressed	Suppressed
	"Emery County, UT"	"49015"	Suppressed	10370	Suppressed	Suppressed	Suppressed	Suppressed
	"Garfield County, UT"	"49017"	Suppressed	5009	Suppressed	Suppressed	Suppressed	Suppressed
	"Grand County, UT"	"49019"	Suppressed	9516	Suppressed	Suppressed	Suppressed	Suppressed
	"Iron County, UT"	"49021"	Suppressed	48368	Suppressed	Suppressed	Suppressed	Suppressed
	"Juab County, UT"	"49023"	Suppressed	10594	Suppressed	Suppressed	Suppressed	Suppressed
	"Kane County, UT"	"49025"	Suppressed	7131	Suppressed	Suppressed	Suppressed	Suppressed
	"Millard County, UT"	"49027"	Suppressed	12645	Suppressed	Suppressed	Suppressed	Suppressed
	"Morgan County, UT"	"49029"	Suppressed	11065	Suppressed	Suppressed	Suppressed	Suppressed
	"Piute County, UT"	"49031"	Suppressed	1517	Suppressed	Suppressed	Suppressed	Suppressed
	"Rich County, UT"	"49033"	Suppressed	2311	Suppressed	Suppressed	Suppressed	Suppressed
	"Salt Lake County, UT"	"49035"	262	1107314	23.7	20.8	26.5	1.5
	"San Juan County, UT"	"49037"	Suppressed	15772	Suppressed	Suppressed	Suppressed	Suppressed
	"Sanpete County, UT"	"49039"	Suppressed	28778	Suppressed	Suppressed	Suppressed	Suppressed
	"Sevier County, UT"	"49041"	Suppressed	20984	Suppressed	Suppressed	Suppressed	Suppressed
	"Summit County, UT"	"49043"	Suppressed	39633	Suppressed	Suppressed	Suppressed	Suppressed
	"Tooele County, UT"	"49045"	13	62952	Unreliable	11.0	35.3	5.7
	"Uintah County, UT"	"49047"	12	37928	Unreliable	16.3	55.3	9.1
	"Utah County, UT"	"49049"	96	575205	16.7	13.5	20.4	1.7
	"Wasatch County, UT"	"49051"	Suppressed	29161	Suppressed	Suppressed	Suppressed	Suppressed
	"Washington County, UT"	"49053"	33	155602	21.2	14.6	29.8	3.7
	"Wayne County, UT"	"49055"	Suppressed	2692	Suppressed	Suppressed	Suppressed	Suppressed
	"Weber County, UT"	"49057"	67	243645	27.5	21.3	34.9	3.4
	"Addison County, VT"	"50001"	Suppressed	37035	Suppressed	Suppressed	Suppressed	Suppressed
	"Bennington County, VT"	"50003"	Suppressed	36317	Suppressed	Suppressed	Suppressed	Suppressed
	"Caledonia County, VT"	"50005"	Suppressed	30780	Suppressed	Suppressed	Suppressed	Suppressed
	"Chittenden County, VT"	"50007"	26	161382	16.1	10.5	23.6	3.2
	"Essex County, VT"	"50009"	Suppressed	6163	Suppressed	Suppressed	Suppressed	Suppressed
	"Franklin County, VT"	"50011"	Suppressed	48799	Suppressed	Suppressed	Suppressed	Suppressed
	"Grand Isle County, VT"	"50013"	Suppressed	6861	Suppressed	Suppressed	Suppressed	Suppressed
	"Lamoille County, VT"	"50015"	Suppressed	25235	Suppressed	Suppressed	Suppressed	Suppressed
	"Orange County, VT"	"50017"	Suppressed	28899	Suppressed	Suppressed	Suppressed	Suppressed
	"Orleans County, VT"	"50019"	Suppressed	27100	Suppressed	Suppressed	Suppressed	Suppressed
	"Rutland County, VT"	"50021"	10	59736	Unreliable	8.0	30.8	5.3
	"Washington County, VT"	"50023"	Suppressed	58612	Suppressed	Suppressed	Suppressed	Suppressed
	"Windham County, VT"	"50025"	10	43386	Unreliable	11.1	42.4	7.3
	"Windsor County, VT"	"50027"	12	55737	Unreliable	11.1	37.6	6.2
	"Accomack County, VA"	"51001"	10	32973	Unreliable	14.5	55.8	9.6
	"Albemarle County, VA"	"51003"	12	105703	Unreliable	5.9	19.8	3.3
	"Alleghany County, VA"	"51005"	Suppressed	15677	Suppressed	Suppressed	Suppressed	Suppressed
	"Amelia County, VA"	"51007"	Suppressed	12903	Suppressed	Suppressed	Suppressed	Suppressed
	"Amherst County, VA"	"51009"	Suppressed	31914	Suppressed	Suppressed	Suppressed	Suppressed
	"Appomattox County, VA"	"51011"	Suppressed	15414	Suppressed	Suppressed	Suppressed	Suppressed
	"Arlington County, VA"	"51013"	14	229164	Unreliable	3.3	10.3	1.6
	"Augusta County, VA"	"51015"	16	74314	Unreliable	12.3	35.0	5.4
	"Bath County, VA"	"51017"	Suppressed	4470	Suppressed	Suppressed	Suppressed	Suppressed
	"Bedford County, VA"	"51019"	20	77724	25.7	15.7	39.7	5.8
	"Bland County, VA"	"51021"	Suppressed	6561	Suppressed	Suppressed	Suppressed	Suppressed
	"Botetourt County, VA"	"51023"	Suppressed	33347	Suppressed	Suppressed	Suppressed	Suppressed
	"Brunswick County, VA"	"51025"	Suppressed	16698	Suppressed	Suppressed	Suppressed	Suppressed
	"Buchanan County, VA"	"51027"	Suppressed	22776	Suppressed	Suppressed	Suppressed	Suppressed
	"Buckingham County, VA"	"51029"	Suppressed	17032	Suppressed	Suppressed	Suppressed	Suppressed
	"Campbell County, VA"	"51031"	14	55086	Unreliable	13.9	42.6	6.8
	"Caroline County, VA"	"51033"	Suppressed	29984	Suppressed	Suppressed	Suppressed	Suppressed
	"Carroll County, VA"	"51035"	Suppressed	29724	Suppressed	Suppressed	Suppressed	Suppressed
	"Charles City County, VA"	"51036"	Suppressed	7040	Suppressed	Suppressed	Suppressed	Suppressed
	"Charlotte County, VA"	"51037"	Suppressed	12201	Suppressed	Suppressed	Suppressed	Suppressed
	"Chesterfield County, VA"	"51041"	37	335687	11.0	7.8	15.2	1.8
	"Clarke County, VA"	"51043"	Suppressed	14363	Suppressed	Suppressed	Suppressed	Suppressed
	"Craig County, VA"	"51045"	Suppressed	5211	Suppressed	Suppressed	Suppressed	Suppressed
	"Culpeper County, VA"	"51047"	Suppressed	49432	Suppressed	Suppressed	Suppressed	Suppressed
	"Cumberland County, VA"	"51049"	Suppressed	9719	Suppressed	Suppressed	Suppressed	Suppressed
	"Dickenson County, VA"	"51051"	Suppressed	15115	Suppressed	Suppressed	Suppressed	Suppressed
	"Dinwiddie County, VA"	"51053"	11	27852	Unreliable	19.7	70.7	11.9
	"Essex County, VA"	"51057"	Suppressed	11130	Suppressed	Suppressed	Suppressed	Suppressed
	"Fairfax County, VA"	"51059"	88	1142234	7.7	6.2	9.5	0.8
	"Fauquier County, VA"	"51061"	Suppressed	68782	Suppressed	Suppressed	Suppressed	Suppressed
	"Floyd County, VA"	"51063"	Suppressed	15651	Suppressed	Suppressed	Suppressed	Suppressed
	"Fluvanna County, VA"	"51065"	Suppressed	26235	Suppressed	Suppressed	Suppressed	Suppressed
	"Franklin County, VA"	"51067"	10	56264	Unreliable	8.5	32.7	5.6
	"Frederick County, VA"	"51069"	20	83199	24.0	14.7	37.1	5.4
	"Giles County, VA"	"51071"	Suppressed	16708	Suppressed	Suppressed	Suppressed	Suppressed
	"Gloucester County, VA"	"51073"	14	37143	Unreliable	20.6	63.2	10.1
	"Goochland County, VA"	"51075"	Suppressed	22253	Suppressed	Suppressed	Suppressed	Suppressed
	"Grayson County, VA"	"51077"	Suppressed	16012	Suppressed	Suppressed	Suppressed	Suppressed
	"Greene County, VA"	"51079"	Suppressed	19162	Suppressed	Suppressed	Suppressed	Suppressed
	"Greensville County, VA"	"51081"	Suppressed	11885	Suppressed	Suppressed	Suppressed	Suppressed
	"Halifax County, VA"	"51083"	Suppressed	35125	Suppressed	Suppressed	Suppressed	Suppressed
	"Hanover County, VA"	"51085"	12	103227	Unreliable	6.0	20.3	3.4
	"Henrico County, VA"	"51087"	41	325155	12.6	9.0	17.1	2.0
	"Henry County, VA"	"51089"	Suppressed	51881	Suppressed	Suppressed	Suppressed	Suppressed
	"Highland County, VA"	"51091"	Suppressed	2214	Suppressed	Suppressed	Suppressed	Suppressed
	"Isle of Wight County, VA"	"51093"	Suppressed	36314	Suppressed	Suppressed	Suppressed	Suppressed
	"James City County, VA"	"51095"	10	73147	Unreliable	6.6	25.1	4.3
	"King and Queen County, VA"	"51097"	Suppressed	7158	Suppressed	Suppressed	Suppressed	Suppressed
	"King George County, VA"	"51099"	Suppressed	25515	Suppressed	Suppressed	Suppressed	Suppressed
	"King William County, VA"	"51101"	Suppressed	16269	Suppressed	Suppressed	Suppressed	Suppressed
	"Lancaster County, VA"	"51103"	Suppressed	10965	Suppressed	Suppressed	Suppressed	Suppressed
	"Lee County, VA"	"51105"	Suppressed	24742	Suppressed	Suppressed	Suppressed	Suppressed
	"Loudoun County, VA"	"51107"	42	375629	11.2	8.1	15.1	1.7
	"Louisa County, VA"	"51109"	Suppressed	34602	Suppressed	Suppressed	Suppressed	Suppressed
	"Lunenburg County, VA"	"51111"	Suppressed	12299	Suppressed	Suppressed	Suppressed	Suppressed
	"Madison County, VA"	"51113"	Suppressed	13134	Suppressed	Suppressed	Suppressed	Suppressed
	"Mathews County, VA"	"51115"	Suppressed	8862	Suppressed	Suppressed	Suppressed	Suppressed
	"Mecklenburg County, VA"	"51117"	Suppressed	31081	Suppressed	Suppressed	Suppressed	Suppressed
	"Middlesex County, VA"	"51119"	Suppressed	10606	Suppressed	Suppressed	Suppressed	Suppressed
	"Montgomery County, VA"	"51121"	11	97653	Unreliable	5.6	20.2	3.4
	"Nelson County, VA"	"51125"	Suppressed	14785	Suppressed	Suppressed	Suppressed	Suppressed
	"New Kent County, VA"	"51127"	Suppressed	20392	Suppressed	Suppressed	Suppressed	Suppressed
	"Northampton County, VA"	"51131"	Suppressed	12155	Suppressed	Suppressed	Suppressed	Suppressed
	"Northumberland County, VA"	"51133"	Suppressed	12232	Suppressed	Suppressed	Suppressed	Suppressed
	"Nottoway County, VA"	"51135"	Suppressed	15673	Suppressed	Suppressed	Suppressed	Suppressed
	"Orange County, VA"	"51137"	11	35385	Unreliable	15.5	55.6	9.4
	"Page County, VA"	"51139"	Suppressed	23726	Suppressed	Suppressed	Suppressed	Suppressed
	"Patrick County, VA"	"51141"	Suppressed	18045	Suppressed	Suppressed	Suppressed	Suppressed
	"Pittsylvania County, VA"	"51143"	12	62194	Unreliable	10.0	33.7	5.6
	"Powhatan County, VA"	"51145"	Suppressed	28031	Suppressed	Suppressed	Suppressed	Suppressed
	"Prince Edward County, VA"	"51147"	Suppressed	22952	Suppressed	Suppressed	Suppressed	Suppressed
	"Prince George County, VA"	"51149"	Suppressed	37862	Suppressed	Suppressed	Suppressed	Suppressed
	"Prince William County, VA"	"51153"	37	451721	8.2	5.8	11.3	1.3
	"Pulaski County, VA"	"51155"	Suppressed	34332	Suppressed	Suppressed	Suppressed	Suppressed
	"Rappahannock County, VA"	"51157"	Suppressed	7378	Suppressed	Suppressed	Suppressed	Suppressed
	"Richmond County, VA"	"51159"	Suppressed	8908	Suppressed	Suppressed	Suppressed	Suppressed
	"Roanoke County, VA"	"51161"	18	94409	Unreliable	11.3	30.1	4.5
	"Rockbridge County, VA"	"51163"	Suppressed	22354	Suppressed	Suppressed	Suppressed	Suppressed
	"Rockingham County, VA"	"51165"	16	78593	Unreliable	11.6	33.1	5.1
	"Russell County, VA"	"51167"	Suppressed	27891	Suppressed	Suppressed	Suppressed	Suppressed
	"Scott County, VA"	"51169"	Suppressed	22126	Suppressed	Suppressed	Suppressed	Suppressed
	"Shenandoah County, VA"	"51171"	Suppressed	43190	Suppressed	Suppressed	Suppressed	Suppressed
	"Smyth County, VA"	"51173"	Suppressed	31470	Suppressed	Suppressed	Suppressed	Suppressed
	"Southampton County, VA"	"51175"	Suppressed	18109	Suppressed	Suppressed	Suppressed	Suppressed
	"Spotsylvania County, VA"	"51177"	16	130475	Unreliable	7.0	19.9	3.1
	"Stafford County, VA"	"51179"	21	142003	14.8	9.2	22.6	3.2
	"Surry County, VA"	"51181"	Suppressed	6709	Suppressed	Suppressed	Suppressed	Suppressed
	"Sussex County, VA"	"51183"	Suppressed	11715	Suppressed	Suppressed	Suppressed	Suppressed
	"Tazewell County, VA"	"51185"	12	42899	Unreliable	14.5	48.9	8.1
	"Warren County, VA"	"51187"	Suppressed	39083	Suppressed	Suppressed	Suppressed	Suppressed
	"Washington County, VA"	"51191"	12	54591	Unreliable	11.4	38.4	6.3
	"Westmoreland County, VA"	"51193"	Suppressed	17629	Suppressed	Suppressed	Suppressed	Suppressed
	"Wise County, VA"	"51195"	Suppressed	39718	Suppressed	Suppressed	Suppressed	Suppressed
	"Wythe County, VA"	"51197"	Suppressed	29119	Suppressed	Suppressed	Suppressed	Suppressed
	"York County, VA"	"51199"	Suppressed	67837	Suppressed	Suppressed	Suppressed	Suppressed
	"Alexandria city, VA"	"51510"	11	153511	Unreliable	3.6	12.8	2.2
	"Bedford city, VA"	"51515"	Missing	Missing	Missing	Missing	Missing	Missing
	"Bristol city, VA"	"51520"	Suppressed	17141	Suppressed	Suppressed	Suppressed	Suppressed
	"Buena Vista city, VA"	"51530"	Suppressed	6618	Suppressed	Suppressed	Suppressed	Suppressed
	"Charlottesville city, VA"	"51540"	Suppressed	46597	Suppressed	Suppressed	Suppressed	Suppressed
	"Chesapeake city, VA"	"51550"	39	235429	16.6	11.8	22.6	2.7
	"Clifton Forge city, VA"	"51560"	Missing	Missing	Missing	Missing	Missing	Missing
	"Colonial Heights city, VA"	"51570"	Suppressed	17820	Suppressed	Suppressed	Suppressed	Suppressed
	"Covington city, VA"	"51580"	Suppressed	5658	Suppressed	Suppressed	Suppressed	Suppressed
	"Danville city, VA"	"51590"	Suppressed	42082	Suppressed	Suppressed	Suppressed	Suppressed
	"Emporia city, VA"	"51595"	Suppressed	5496	Suppressed	Suppressed	Suppressed	Suppressed
	"Fairfax city, VA"	"51600"	Suppressed	24013	Suppressed	Suppressed	Suppressed	Suppressed
	"Falls Church city, VA"	"51610"	Suppressed	13892	Suppressed	Suppressed	Suppressed	Suppressed
	"Franklin city, VA"	"51620"	Suppressed	8490	Suppressed	Suppressed	Suppressed	Suppressed
	"Fredericksburg city, VA"	"51630"	Suppressed	28118	Suppressed	Suppressed	Suppressed	Suppressed
	"Galax city, VA"	"51640"	Suppressed	6914	Suppressed	Suppressed	Suppressed	Suppressed
	"Hampton city, VA"	"51650"	14	136454	Unreliable	5.6	17.2	2.7
	"Harrisonburg city, VA"	"51660"	Suppressed	52538	Suppressed	Suppressed	Suppressed	Suppressed
	"Hopewell city, VA"	"51670"	Suppressed	22378	Suppressed	Suppressed	Suppressed	Suppressed
	"Lexington city, VA"	"51678"	Suppressed	7262	Suppressed	Suppressed	Suppressed	Suppressed
	"Lynchburg city, VA"	"51680"	Suppressed	79812	Suppressed	Suppressed	Suppressed	Suppressed
	"Manassas city, VA"	"51683"	Suppressed	41764	Suppressed	Suppressed	Suppressed	Suppressed
	"Manassas Park city, VA"	"51685"	Suppressed	15726	Suppressed	Suppressed	Suppressed	Suppressed
	"Martinsville city, VA"	"51690"	Suppressed	13645	Suppressed	Suppressed	Suppressed	Suppressed
	"Newport News city, VA"	"51700"	20	182385	11.0	6.7	16.9	2.5
	"Norfolk city, VA"	"51710"	27	246393	11.0	7.2	15.9	2.1
	"Norton city, VA"	"51720"	Suppressed	3939	Suppressed	Suppressed	Suppressed	Suppressed
	"Petersburg city, VA"	"51730"	Suppressed	32477	Suppressed	Suppressed	Suppressed	Suppressed
	"Poquoson city, VA"	"51735"	Suppressed	12059	Suppressed	Suppressed	Suppressed	Suppressed
	"Portsmouth city, VA"	"51740"	15	96201	Unreliable	8.7	25.7	4.0
	"Radford city, VA"	"51750"	Suppressed	17403	Suppressed	Suppressed	Suppressed	Suppressed
	"Richmond city, VA"	"51760"	17	220289	Unreliable	4.5	12.4	1.9
	"Roanoke city, VA"	"51770"	12	99897	Unreliable	6.2	21.0	3.5
	"Salem city, VA"	"51775"	Suppressed	25432	Suppressed	Suppressed	Suppressed	Suppressed
	"Staunton city, VA"	"51790"	Suppressed	24416	Suppressed	Suppressed	Suppressed	Suppressed
	"Suffolk city, VA"	"51800"	11	88161	Unreliable	6.2	22.3	3.8
	"Virginia Beach city, VA"	"51810"	50	452745	11.0	8.2	14.6	1.6
	"Waynesboro city, VA"	"51820"	Suppressed	21491	Suppressed	Suppressed	Suppressed	Suppressed
	"Williamsburg city, VA"	"51830"	Suppressed	15052	Suppressed	Suppressed	Suppressed	Suppressed
	"Winchester city, VA"	"51840"	Suppressed	27284	Suppressed	Suppressed	Suppressed	Suppressed
	"Adams County, WA"	"53001"	Suppressed	19254	Suppressed	Suppressed	Suppressed	Suppressed
	"Asotin County, WA"	"53003"	Suppressed	22105	Suppressed	Suppressed	Suppressed	Suppressed
	"Benton County, WA"	"53005"	41	190309	21.5	15.5	29.2	3.4
	"Chelan County, WA"	"53007"	15	75644	Unreliable	11.1	32.7	5.1
	"Clallam County, WA"	"53009"	23	73486	31.3	19.8	47.0	6.5
	"Clark County, WA"	"53011"	77	459495	16.8	13.2	20.9	1.9
	"Columbia County, WA"	"53013"	Suppressed	3944	Suppressed	Suppressed	Suppressed	Suppressed
	"Cowlitz County, WA"	"53015"	23	103468	22.2	14.1	33.4	4.6
	"Douglas County, WA"	"53017"	Suppressed	40534	Suppressed	Suppressed	Suppressed	Suppressed
	"Ferry County, WA"	"53019"	Suppressed	7582	Suppressed	Suppressed	Suppressed	Suppressed
	"Franklin County, WA"	"53021"	10	88807	Unreliable	5.4	20.7	3.6
	"Garfield County, WA"	"53023"	Suppressed	2219	Suppressed	Suppressed	Suppressed	Suppressed
	"Grant County, WA"	"53025"	Suppressed	93259	Suppressed	Suppressed	Suppressed	Suppressed
	"Grays Harbor County, WA"	"53027"	15	71122	Unreliable	11.8	34.8	5.4
	"Island County, WA"	"53029"	16	80593	Unreliable	11.3	32.2	5.0
	"Jefferson County, WA"	"53031"	Suppressed	30466	Suppressed	Suppressed	Suppressed	Suppressed
	"King County, WA"	"53033"	250	2117125	11.8	10.3	13.3	0.7
	"Kitsap County, WA"	"53035"	55	260131	21.1	15.9	27.5	2.9
	"Kittitas County, WA"	"53037"	Suppressed	43269	Suppressed	Suppressed	Suppressed	Suppressed
	"Klickitat County, WA"	"53039"	Suppressed	21026	Suppressed	Suppressed	Suppressed	Suppressed
	"Lewis County, WA"	"53041"	14	75882	Unreliable	10.1	31.0	4.9
	"Lincoln County, WA"	"53043"	Suppressed	10321	Suppressed	Suppressed	Suppressed	Suppressed
	"Mason County, WA"	"53045"	13	61023	Unreliable	11.3	36.4	5.9
	"Okanogan County, WA"	"53047"	Suppressed	41516	Suppressed	Suppressed	Suppressed	Suppressed
	"Pacific County, WA"	"53049"	Suppressed	20848	Suppressed	Suppressed	Suppressed	Suppressed
	"Pend Oreille County, WA"	"53051"	Suppressed	13088	Suppressed	Suppressed	Suppressed	Suppressed
